broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Assetplan Asesores De Inversión S.a.,Radal 1227 - Departamento 1002,quinta-normal,27-10-2019,5157742,-33.4378395,-70.7033005,Portal Inmobiliario,38,38,arriendo,Radal 1227 - Departamento 1002,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5157742-radal-1227-departamento-1002-uda,275000,departamento
Az Propiedades,"Patricio Lynch N°, Carrascal. Quinta Normal",quinta-normal,09-10-2019,5121474,-33.4265327,-70.6843185,Portal Inmobiliario,48,48,arriendo,"Patricio Lynch N°, Carrascal. Quinta Normal",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5121474-patricio-lynch-n-carrascal-quinta-normal-uda,350000,departamento
Rcv Propiedades,Villasana 1451 - Departamento 1104,quinta-normal,27-11-2019,5234130,-33.4298973,-70.6880646,Portal Inmobiliario,42,39,arriendo,Villasana 1451 - Departamento 1104,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5234130-villasana-1451-departamento-1104-uda,310000,departamento
Alta Soluciones Inmobiliaria,Juan De Barros - Metro Gruta Del Lourdes,quinta-normal,26-11-2019,5231422,-33.4310989,-70.6875992,Portal Inmobiliario,52,50,arriendo,Juan De Barros - Metro Gruta Del Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5231422-juan-de-barros-metro-gruta-del-lourdes-uda,330000,departamento
Alkco,San Pablo 4025,quinta-normal,20-06-2019,4888036,-33.4374046,-70.690155,Portal Inmobiliario,30,28,arriendo,San Pablo 4025,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4888036-san-pablo-4025-uda,270000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-09-2019,5082160,-33.4378395,-70.7033005,Portal Inmobiliario,63,54,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5082160-radal-1227-uda,345000,departamento
Corpav Gestión Inmobiliaria,General Barbosa 1149 - Departamento 1103,quinta-normal,29-10-2019,5162754,-33.4369621,-70.689682,Portal Inmobiliario,36,36,arriendo,General Barbosa 1149 - Departamento 1103,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5162754-general-barbosa-1149-departamento-1103-uda,280000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,03-10-2019,5108685,-33.4378395,-70.7033005,Portal Inmobiliario,63,54,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5108685-radal-1227-uda,335000,departamento
Eduardo Arenas Sarce,Catedral 4245 - Departamento 2002,quinta-normal,19-11-2019,5210233,-33.440731,-70.692482,Portal Inmobiliario,51,46,arriendo,Catedral 4245 - Departamento 2002,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5210233-catedral-4245-departamento-2002-uda,350000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,24-09-2019,5088907,-33.4378395,-70.7033005,Portal Inmobiliario,34,30,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5088907-radal-1227-uda,275000,departamento
Move And Life,Metro Gruta De Lourdes,quinta-normal,04-11-2019,5171850,-33.4398003,-70.6938019,Portal Inmobiliario,40,40,arriendo,Metro Gruta De Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5171850-metro-gruta-de-lourdes-uda,290000,departamento
Factor Propiedades,San Pablo Con Matucana,quinta-normal,14-10-2019,5094187,-33.4367409,-70.6840897,Portal Inmobiliario,48,45,arriendo,San Pablo Con Matucana,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5094187-san-pablo-con-matucana-uda,345000,departamento
Pilar Mellado Propiedades,Patricio Lynch 1650,quinta-normal,08-12-2019,5266802,-33.4265327,-70.6843185,Portal Inmobiliario,58,56,arriendo,Patricio Lynch 1650,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5266802-patricio-lynch-1650-uda,340000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-09-2019,5082143,-33.4378395,-70.7033005,Portal Inmobiliario,60,51,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5082143-radal-1227-uda,330000,departamento
Alkco,San Pablo 4025,quinta-normal,01-08-2019,4979390,-33.4374046,-70.690155,Portal Inmobiliario,35,32,arriendo,San Pablo 4025,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4979390-san-pablo-4025-uda,280000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,30-10-2019,5167042,-33.4378014,-70.7033005,Portal Inmobiliario,44,2,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5167042-radal-1227-uda,290000,departamento
Lorena Abarca Morales,"San Pablo 4025, Quinta Normal - Departamento 914",quinta-normal,19-11-2019,5147671,-33.4374046,-70.690155,Portal Inmobiliario,42,42,arriendo,"San Pablo 4025, Quinta Normal - Departamento 914",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5147671-san-pablo-4025-quinta-normal-departamento-914-uda,450000,departamento
González Monreal Propiedades,Santo Domingo 4047,quinta-normal,01-12-2019,5244119,-33.4390488,-70.6904449,Portal Inmobiliario,43,40,arriendo,Santo Domingo 4047,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5244119-santo-domingo-4047-uda,280000,departamento
Milcasas,General Velasquez,quinta-normal,09-10-2019,4258965,-33.435463,-70.695488,Portal Inmobiliario,61,58,arriendo,General Velasquez,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4258965-general-velasquez-uda,400000,departamento
Terrahouse,Metro Gruta De Lourdes,quinta-normal,03-12-2019,5249435,-33.4421768,-70.7000809,Portal Inmobiliario,62,57,arriendo,Metro Gruta De Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5249435-metro-gruta-de-lourdes-uda,370000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,09-10-2019,5120400,-33.4378395,-70.7033005,Portal Inmobiliario,35,32,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5120400-radal-1227-uda,275000,departamento
Assetplan Asesores De Inversión S.a.,San Pablo 4025,quinta-normal,14-08-2019,5007480,-33.4374046,-70.690155,Portal Inmobiliario,42,40,arriendo,San Pablo 4025,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5007480-san-pablo-4025-uda,380000,departamento
Freddy Orellana,"Martínez De Rozas, Quinta Normal - Departamento 1411",quinta-normal,05-12-2019,5258794,-33.4349899,-70.6885605,Portal Inmobiliario,68,62,arriendo,"Martínez De Rozas, Quinta Normal - Departamento 1411",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5258794-martinez-de-rozas-quinta-normal-departamento-1411-uda,400000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,05-09-2019,5057856,-33.4378395,-70.7033005,Portal Inmobiliario,35,32,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5057856-radal-1227-uda,275000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227 - Departamento 1006,quinta-normal,27-10-2019,5157750,-33.4378395,-70.7033005,Portal Inmobiliario,48,48,arriendo,Radal 1227 - Departamento 1006,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5157750-radal-1227-departamento-1006-uda,345000,departamento
Benjamín Roa,Santo Domingo 3905 - Departamento 504,quinta-normal,06-12-2019,5068164,-33.4389877,-70.6884995,Portal Inmobiliario,45,40,arriendo,Santo Domingo 3905 - Departamento 504,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5068164-santo-domingo-3905-departamento-504-uda,380000,departamento
Raquel Burotto Cofre,"San Pablo - San Pablo, Quinta Normal",quinta-normal,18-11-2019,5207751,-33.4362907,-70.6831665,Portal Inmobiliario,50,50,arriendo,"San Pablo - San Pablo, Quinta Normal",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5207751-san-pablo-san-pablo-quinta-normal-uda,330000,departamento
Paola Rojas,Catedral 4245,quinta-normal,09-12-2019,5267448,-33.440731,-70.692482,Portal Inmobiliario,51,46,arriendo,Catedral 4245,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5267448-catedral-4245-uda,330000,departamento
Claudia Moraga,Metro Gruta Lourdes,quinta-normal,03-12-2019,5247651,-33.4374924,-70.6900635,Portal Inmobiliario,53,50,arriendo,Metro Gruta Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5247651-metro-gruta-lourdes-uda,370000,departamento
Lucerhouse Propiedades,Patricio Lynch 1650,quinta-normal,20-11-2019,5216288,-33.4253159,-70.6869125,Portal Inmobiliario,48,48,arriendo,Patricio Lynch 1650,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5216288-patricio-lynch-1650-uda,330000,departamento
Zelia Paxeko,Cruchaga Montt 760 - Departamento Piso 5,quinta-normal,19-11-2019,5209612,-33.4433708,-70.6951294,Portal Inmobiliario,45,45,arriendo,Cruchaga Montt 760 - Departamento Piso 5,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5209612-cruchaga-montt-760-departamento-piso-5-uda,365000,departamento
Viviana Ramos,Metro Gruta De Lourdes,quinta-normal,11-12-2019,5278812,-33.4310951,-70.6880493,Portal Inmobiliario,50,48,arriendo,Metro Gruta De Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5278812-metro-gruta-de-lourdes-uda,370000,departamento
Ricardo Sepúlveda,Matucana-mapocho,quinta-normal,27-11-2019,5232723,-33.4324951,-70.6808853,Portal Inmobiliario,40,40,arriendo,Matucana-mapocho,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5232723-matucanamapocho-uda,240000,departamento
Mauricio Munita,"Matucana 700, Santiago - Departamento 1204",quinta-normal,13-12-2019,5284773,-33.4368935,-70.6803741,Portal Inmobiliario,50,50,arriendo,"Matucana 700, Santiago - Departamento 1204",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5284773-matucana-700-santiago-departamento-1204-uda,420000,departamento
Felipe Merino,General Barbosa 1149,quinta-normal,10-12-2019,5272562,-33.4373245,-70.6896362,Portal Inmobiliario,35,32,arriendo,General Barbosa 1149,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5272562-general-barbosa-1149-uda,250000,departamento
Monique De Osso,Presidente Balmaceda 2610 - Departamento 1014,quinta-normal,13-12-2019,5284342,-33.4273987,-70.6742172,Portal Inmobiliario,52,45,arriendo,Presidente Balmaceda 2610 - Departamento 1014,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5284342-presidente-balmaceda-2610-departamento-1014-uda,450000,departamento
Constanza Salazar Sitic,"Mapocho 4242, Quinta Normal",quinta-normal,10-12-2019,5271791,-33.431736,-70.6923904,Portal Inmobiliario,50,48,arriendo,"Mapocho 4242, Quinta Normal",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5271791-mapocho-4242-quinta-normal-uda,280000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,03-10-2019,5108680,-33.4378395,-70.7033005,Portal Inmobiliario,52,49,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5108680-radal-1227-uda,290000,departamento
Syg S.a.,Metro Blanqueado,quinta-normal,16-04-2019,4737316,-33.4418106,-70.7001038,Portal Inmobiliario,31,31,arriendo,Metro Blanqueado,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4737316-metro-blanqueado-uda,220000,departamento
Wonenhaus Gestión Inmobiliaria,Radal - Mapocho,quinta-normal,28-02-2019,4629266,-33.4290962,-70.7047806,Portal Inmobiliario,76,46,arriendo,Radal - Mapocho,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4629266-radal-mapocho-uda,350000,departamento
Costa Valle Propiedades,Compañía 4464,quinta-normal,14-11-2019,5202010,-33.4425812,-70.6956635,Portal Inmobiliario,24,22,arriendo,Compañía 4464,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5202010-compania-4464-uda,220000,departamento
Oficina Ossandón,Avenida Carrascal 6254,quinta-normal,27-11-2019,5235394,-33.4160576,-70.7151642,Portal Inmobiliario,45,45,arriendo,Avenida Carrascal 6254,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5235394-avenida-carrascal-6254-uda,250000,departamento
Assetplan Asesores De Inversión S.a.,San Pablo 4025,quinta-normal,11-09-2019,5052658,-33.4374046,-70.690155,Portal Inmobiliario,55,52,arriendo,San Pablo 4025,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5052658-san-pablo-4025-uda,380000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,26-09-2019,5092568,-33.4378395,-70.7033005,Portal Inmobiliario,65,54,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5092568-radal-1227-uda,360000,departamento
Wonenhaus Gestión Inmobiliaria,Condominio Renace,quinta-normal,01-10-2019,5100809,-33.4111786,-70.7035217,Portal Inmobiliario,55,50,arriendo,Condominio Renace,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5100809-condominio-renace-uda,330000,departamento
Tapia Propiedades,Metro Gruta De Lourdes General Barbosa,quinta-normal,07-12-2019,5266319,-33.4373245,-70.6896362,Portal Inmobiliario,36,33,arriendo,Metro Gruta De Lourdes General Barbosa,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5266319-metro-gruta-de-lourdes-general-barbosa-uda,275000,departamento
Baquedano Rentas,Mapocho 4643,quinta-normal,31-10-2019,5168595,-33.4292679,-70.6997147,Portal Inmobiliario,51,51,arriendo,Mapocho 4643,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5168595-mapocho-4643-uda,370000,departamento
Alkco,San Pablo 4025,quinta-normal,06-08-2019,4987952,-33.4374046,-70.690155,Portal Inmobiliario,35,32,arriendo,San Pablo 4025,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4987952-san-pablo-4025-uda,330000,departamento
Arriendoasegurado.com,Villasana,quinta-normal,22-11-2019,5223401,-33.4296989,-70.6875992,Portal Inmobiliario,48,45,arriendo,Villasana,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5223401-villasana-uda,375000,departamento
Benech Asociados,Compañía 4400 - Departamento 00,quinta-normal,26-11-2019,5229140,-33.4419289,-70.6939087,Portal Inmobiliario,56,53,arriendo,Compañía 4400 - Departamento 00,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5229140-compania-4400-departamento-00-uda,360000,departamento
Arriendoasegurado.com,Compañía,quinta-normal,06-12-2019,5265368,-33.4426003,-70.6957016,Portal Inmobiliario,60,60,arriendo,Compañía,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5265368-compania-uda,350000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,08-12-2019,5103286,-33.4378395,-70.7033005,Portal Inmobiliario,55,52,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5103286-radal-1227-uda,315000,departamento
Stephens Propiedades Ltda.,Patricio Lynch 1650,quinta-normal,04-12-2019,5255499,-33.4266281,-70.6838989,Portal Inmobiliario,58,55,arriendo,Patricio Lynch 1650,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5255499-patricio-lynch-1650-uda,360000,departamento
Assetplan Asesores De Inversión S.a.,Maipú 727,quinta-normal,08-12-2019,5190190,-33.4363976,-70.676796,Portal Inmobiliario,32,32,arriendo,Maipú 727,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5190190-maipu-727-uda,250000,departamento
Diego Robaina,"San Pablo 4135, Quinta Normal",quinta-normal,09-12-2019,5267675,-33.4376564,-70.6913376,Portal Inmobiliario,45,42,arriendo,"San Pablo 4135, Quinta Normal",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5267675-san-pablo-4135-quinta-normal-uda,300000,departamento
Easy Prop,Arrienda Departamento Radal 825,quinta-normal,16-12-2019,5287566,-33.4435997,-70.7024002,Portal Inmobiliario,42,42,arriendo,Arrienda Departamento Radal 825,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5287566-arrienda-departamento-radal-825-uda,290000,departamento
Fuenzalida Propiedades Isabel La Católica,Metro Gruta De Lourdes - Metro Gruta De,quinta-normal,08-12-2019,5194453,-33.4379997,-70.6931,Portal Inmobiliario,29,29,arriendo,Metro Gruta De Lourdes - Metro Gruta De,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5194453-metro-gruta-de-lourdes-metro-gruta-de-uda,220000,departamento
